n0,g76,g47
n1,g71,g87
n2,g26,g8
n3,g65,g35
n4,g13,g82
n5,g98,g33
n6,g75,g14
n7,g46,g68
n8,g31,g46
n9,g18,g59
n10,g41,g73
n11,g39,g21
n12,g24,g90
n13,g73,g82
n14,g26,g65
n15,g39,g60
n16,g28,g90
n17,g32,g57
n18,g40,g14
n19,g71,g99
n20,g6,g96
n21,g32,g13
n22,g41,g72
n23,g65,g85
n24,g73,g37
n25,g30,g72
n26,g89,g55
n27,g66,g55
n28,g45,g57
n29,g40,g21
n30,g31,g54
n31,g59,g95
n32,g79,g71
n33,g56,g20
n34,g8,g93
n35,g77,g62
n36,g87,g41
n37,g75,g80
n38,g54,g88
n39,g38,g90
n40,g46,g10
n41,g5,g50
n42,g56,g17
n43,g40,g26
n44,g40,g18
n45,g30,g96
n46,g88,g23
n47,g28,g11
n48,g32,g55
n49,g71,g80
n50,g66,g73
n51,g95,g90
n52,g17,g28
n53,g71,g34
n54,g31,g34
n55,g79,g28
n56,g65,g87
n57,g13,g88
n58,g69,g78
n59,g97,g5
n60,g86,g67
n61,g31,g80
n62,g82,g97
n63,g75,g81
n64,g90,g18
