n70,g19,g45
n65,g56,g94
n6,g75,g66
n35,g9,g60
n4,g24,g98
n32,g77,g72
n72,g23,g87
n74,g57,g49
n26,g88,g56
n21,g53,g79
n60,g91,g21
n20,g83,g28
n73,g28,g97
n51,g54,g91
n69,g31,g26
n71,g90,g44
n28,g60,g14
n14,g38,g30
n45,g17,g84
n39,g31,g67
n5,g32,g53
n23,g80,g29
n24,g92,g25
n54,g80,g56
n16,g70,g34
n17,g41,g17
n18,g46,g72
n63,g75,g94
n9,g32,g62
n25,g20,g69
n30,g12,g78
n31,g79,g58
n10,g21,g3
n43,g85,g36
n68,g83,g66
n34,g44,g95
n8,g29,g65
n53,g93,g15
n55,g3,g1
n38,g89,g0
n33,g56,g75
n62,g48,g99
n11,g70,g65
n27,g13,g5
n50,g4,g29
n44,g25,g74
n12,g98,g71
n67,g98,g6
n75,g15,g52
n0,g59,g30
n22,g79,g3
n58,g99,g80
n36,g14,g55
n42,g29,g77
n61,g79,g0
n3,g51,g99
n29,g97,g47
n47,g46,g54
n49,g78,g62
n52,g78,g72
n59,g18,g69
n57,g76,g44
n66,g41,g28
n37,g72,g12
n13,g46,g71
n40,g15,g80
n19,g20,g17
n46,g96,g37
n7,g64,g80
n15,g97,g25
n48,g92,g35
n41,g16,g13
n64,g85,g4
n56,g66,g32
n2,g10,g33
n1,g67,g66
