n70,g45,g81
n65,g15,g30
n6,g23,g26
n35,g95,g50
n4,g3,g37
n32,g0,g88
n72,g6,g42
n26,g87,g37
n21,g44,g24
n60,g93,g5
n20,g49,g11
n73,g1,g64
n51,g42,g12
n69,g77,g76
n71,g52,g98
n28,g11,g72
n14,g12,g38
n45,g33,g63
n39,g98,g90
n5,g48,g37
n23,g23,g49
n24,g88,g22
n54,g40,g69
n16,g35,g79
n17,g44,g62
n18,g6,g35
n63,g47,g58
n9,g43,g72
n25,g3,g44
n30,g86,g90
n31,g55,g79
n10,g62,g66
n43,g76,g1
n68,g46,g61
n34,g65,g92
n8,g73,g86
n53,g24,g47
n55,g90,g97
n38,g15,g96
n33,g97,g44
n62,g93,g0
n11,g9,g54
n27,g16,g92
n50,g89,g56
n44,g95,g46
n12,g68,g95
n67,g85,g5
n0,g18,g79
n22,g93,g97
n58,g92,g51
n36,g59,g43
n42,g63,g44
n61,g56,g21
n3,g43,g3
n29,g65,g31
n47,g94,g49
n49,g38,g20
n52,g83,g95
n59,g81,g9
n57,g2,g8
n66,g82,g84
n37,g55,g62
n13,g39,g50
n40,g31,g4
n19,g84,g74
n46,g90,g55
n7,g15,g70
n15,g21,g99
n48,g23,g39
n41,g21,g36
n64,g66,g57
n56,g36,g12
n2,g65,g82
n1,g51,g84
