n70,g31,g37
n65,g14,g13
n6,g2,g60
n35,g0,g33
n4,g29,g52
n32,g22,g31
n72,g97,g79
n74,g87,g30
n26,g80,g31
n21,g84,g96
n60,g20,g11
n20,g86,g82
n73,g63,g22
n51,g51,g93
n69,g5,g72
n71,g1,g10
n28,g87,g90
n77,g72,g2
n14,g52,g56
n45,g96,g67
n39,g99,g63
n5,g70,g78
n23,g91,g67
n24,g11,g59
n54,g45,g23
n16,g7,g85
n82,g94,g45
n17,g55,g9
n18,g42,g85
n63,g46,g8
n9,g48,g83
n25,g54,g23
n30,g14,g6
n31,g5,g11
n10,g48,g7
n43,g96,g61
n68,g76,g11
n34,g62,g13
n8,g48,g88
n79,g25,g15
n53,g12,g75
n55,g65,g45
n38,g99,g55
n33,g68,g22
n62,g78,g57
n11,g50,g7
n27,g32,g9
n50,g22,g83
n44,g86,g92
n12,g41,g2
n67,g13,g66
n75,g69,g81
n80,g6,g64
n0,g60,g55
n22,g41,g40
n81,g58,g50
n58,g49,g44
n36,g99,g70
n42,g5,g67
n61,g37,g17
n78,g66,g60
n3,g36,g98
n29,g5,g20
n47,g69,g18
n49,g69,g24
n52,g87,g55
n59,g44,g6
n57,g18,g68
n66,g80,g26
n37,g46,g67
n13,g38,g2
n40,g74,g33
n19,g8,g85
n46,g94,g25
n7,g28,g76
n15,g75,g99
n48,g56,g32
n41,g98,g4
n76,g73,g4
n64,g69,g23
n56,g95,g35
n2,g36,g17
n1,g20,g1
