n0,g8,g4
n1,g68,g85
n2,g37,g68
n3,g87,g15
n4,g45,g94
n5,g94,g44
n6,g67,g74
n7,g81,g74
n8,g16,g84
n9,g12,g65
n10,g58,g33
n11,g26,g0
n12,g57,g47
n13,g61,g12
n14,g68,g67
n15,g35,g64
n16,g78,g69
n17,g73,g50
n18,g91,g41
n19,g23,g6
n20,g27,g54
n21,g85,g3
n22,g2,g46
n23,g14,g6
n24,g41,g71
n25,g31,g62
n26,g35,g46
n27,g48,g95
n28,g41,g36
n29,g72,g13
n30,g59,g84
n31,g45,g27
n32,g99,g92
n33,g90,g71
n34,g17,g62
n35,g38,g95
n36,g80,g81
n37,g58,g65
n38,g5,g31
n39,g88,g80
n40,g93,g80
n41,g60,g24
n42,g29,g70
n43,g19,g68
n44,g50,g17
n45,g66,g82
n46,g43,g22
n47,g13,g33
n48,g59,g26
n49,g57,g38
n50,g28,g17
