n70,g52,g3
n65,g64,g39
n6,g78,g28
n35,g9,g82
n4,g17,g59
n32,g35,g89
n72,g19,g15
n74,g55,g20
n26,g11,g41
n21,g2,g99
n60,g77,g24
n20,g34,g80
n73,g64,g78
n51,g76,g85
n69,g9,g8
n71,g66,g94
n28,g84,g88
n77,g65,g19
n14,g75,g84
n45,g14,g5
n39,g31,g5
n5,g31,g73
n23,g26,g98
n24,g67,g88
n54,g2,g80
n16,g75,g33
n17,g53,g38
n18,g65,g63
n63,g24,g78
n9,g28,g24
n25,g37,g63
n30,g8,g95
n31,g96,g53
n10,g80,g81
n43,g13,g57
n68,g56,g79
n34,g42,g99
n8,g39,g10
n53,g73,g17
n55,g23,g5
n38,g99,g71
n33,g42,g93
n62,g30,g9
n11,g99,g4
n27,g8,g18
n50,g0,g55
n44,g18,g72
n12,g96,g71
n67,g10,g55
n75,g22,g0
n0,g69,g76
n22,g65,g62
n58,g81,g99
n36,g32,g46
n42,g45,g73
n61,g24,g49
n78,g19,g81
n3,g51,g96
n29,g46,g19
n47,g12,g33
n49,g50,g65
n52,g31,g49
n59,g54,g92
n57,g92,g61
n66,g18,g26
n37,g57,g72
n13,g45,g11
n40,g40,g35
n19,g3,g78
n46,g70,g62
n7,g97,g10
n15,g56,g85
n48,g30,g68
n41,g27,g59
n76,g56,g58
n64,g3,g38
n56,g37,g8
n2,g60,g97
n1,g74,g17
