n0,g36,g10
n1,g60,g86
n2,g81,g58
n3,g84,g72
n4,g20,g2
n5,g0,g44
n6,g75,g58
n7,g95,g13
n8,g96,g36
n9,g41,g18
n10,g76,g45
n11,g52,g91
n12,g41,g0
n13,g13,g17
n14,g76,g89
n15,g33,g60
n16,g70,g93
n17,g68,g12
n18,g62,g19
n19,g98,g58
n20,g52,g75
n21,g7,g71
n22,g97,g51
n23,g79,g3
n24,g81,g61
n25,g23,g75
n26,g29,g85
n27,g28,g81
n28,g4,g23
n29,g75,g61
n30,g87,g2
n31,g53,g11
n32,g78,g24
n33,g96,g84
n34,g53,g66
n35,g92,g30
n36,g60,g54
n37,g11,g73
n38,g16,g95
n39,g33,g88
n40,g27,g79
n41,g31,g6
n42,g86,g83
n43,g85,g79
n44,g90,g41
n45,g93,g19
n46,g29,g33
n47,g10,g48
n48,g77,g59
n49,g66,g55
n50,g5,g58
n51,g9,g22
n52,g25,g7
n53,g3,g56
n54,g8,g2
n55,g49,g70
n56,g29,g18
n57,g42,g75
n58,g78,g3
