n0,g47,g91
n1,g74,g33
n2,g29,g80
n3,g79,g88
n4,g93,g68
n5,g43,g14
n6,g46,g79
n7,g74,g86
n8,g44,g57
n9,g87,g2
n10,g91,g75
n11,g48,g74
n12,g55,g64
n13,g89,g78
n14,g64,g4
n15,g2,g34
n16,g78,g82
n17,g33,g87
n18,g89,g26
n19,g55,g85
n20,g47,g8
n21,g99,g77
n22,g83,g1
n23,g66,g32
n24,g13,g27
n25,g59,g36
n26,g57,g17
n27,g75,g61
n28,g37,g2
n29,g57,g52
n30,g81,g18
n31,g79,g21
n32,g88,g41
n33,g88,g8
n34,g91,g42
n35,g96,g15
n36,g49,g41
n37,g77,g75
n38,g71,g82
n39,g77,g82
n40,g39,g58
n41,g33,g39
n42,g8,g76
n43,g22,g94
n44,g77,g31
n45,g99,g95
n46,g57,g82
n47,g47,g62
n48,g67,g56
n49,g64,g30
n50,g56,g94
n51,g76,g59
n52,g21,g27
n53,g67,g95
n54,g81,g63
n55,g89,g62
n56,g92,g79
n57,g12,g62
n58,g4,g93
