n0,g45,g36
n1,g28,g2
n2,g72,g66
n3,g93,g50
n4,g7,g81
n5,g71,g3
n6,g50,g5
n7,g10,g90
n8,g11,g89
n9,g87,g33
n10,g27,g52
n11,g5,g24
n12,g19,g66
n13,g94,g39
n14,g62,g30
n15,g23,g38
n16,g62,g34
n17,g24,g58
n18,g86,g93
n19,g99,g83
n20,g61,g43
n21,g68,g63
n22,g78,g76
n23,g72,g95
n24,g51,g34
n25,g63,g19
n26,g52,g15
n27,g52,g35
n28,g57,g82
n29,g30,g77
n30,g70,g84
n31,g71,g38
n32,g5,g28
n33,g8,g76
n34,g61,g88
n35,g66,g86
n36,g15,g25
n37,g0,g7
n38,g60,g99
n39,g72,g26
n40,g38,g79
n41,g0,g93
n42,g77,g38
n43,g30,g70
n44,g32,g64
n45,g81,g12
n46,g60,g17
n47,g44,g48
n48,g68,g98
n49,g46,g18
n50,g73,g33
n51,g48,g84
n52,g9,g37
n53,g9,g94
n54,g54,g5
n55,g77,g52
n56,g35,g60
n57,g79,g32
n58,g83,g68
