n0,g58,g84
n1,g2,g73
n2,g90,g94
n3,g82,g28
n4,g77,g85
n5,g97,g25
n6,g36,g15
n7,g15,g6
n8,g72,g14
n9,g21,g34
n10,g48,g12
n11,g38,g73
n12,g59,g34
n13,g79,g22
n14,g88,g74
n15,g88,g28
n16,g11,g7
n17,g94,g69
n18,g19,g95
n19,g6,g11
n20,g52,g9
n21,g26,g40
n22,g80,g71
n23,g20,g69
n24,g51,g91
n25,g67,g58
n26,g45,g51
n27,g79,g99
n28,g76,g66
n29,g64,g71
n30,g95,g38
n31,g10,g2
n32,g25,g75
n33,g54,g48
n34,g51,g53
n35,g61,g35
n36,g74,g47
n37,g33,g46
n38,g14,g20
n39,g98,g78
n40,g59,g4
n41,g28,g31
n42,g56,g92
n43,g33,g2
n44,g0,g69
n45,g59,g54
n46,g33,g73
n47,g89,g3
n48,g77,g37
n49,g7,g94
n50,g68,g6
n51,g48,g17
n52,g49,g52
n53,g13,g36
n54,g76,g65
n55,g95,g91
n56,g79,g17
n57,g45,g55
n58,g75,g88
