n0,g57,g5
n1,g74,g17
n2,g95,g77
n3,g44,g65
n4,g91,g18
n5,g85,g61
n6,g61,g71
n7,g2,g88
n8,g76,g32
n9,g90,g71
n10,g51,g70
n11,g30,g3
n12,g5,g37
n13,g19,g58
n14,g41,g51
n15,g53,g62
n16,g30,g88
n17,g5,g38
n18,g72,g57
n19,g2,g60
n20,g34,g29
n21,g38,g21
n22,g34,g80
n23,g22,g91
n24,g21,g10
n25,g70,g2
n26,g67,g24
n27,g74,g31
n28,g26,g60
n29,g63,g86
n30,g84,g10
n31,g39,g32
n32,g98,g19
n33,g70,g8
n34,g1,g65
n35,g61,g6
n36,g59,g34
n37,g75,g1
n38,g43,g73
n39,g90,g48
n40,g6,g99
n41,g75,g87
n42,g78,g23
n43,g78,g1
n44,g31,g73
n45,g81,g67
n46,g4,g62
