n0,g37,g44
n1,g1,g25
n2,g30,g96
n3,g22,g13
n4,g81,g36
n5,g46,g78
n6,g48,g61
n7,g84,g39
n8,g79,g52
n9,g60,g74
n10,g87,g74
n11,g66,g19
n12,g5,g30
n13,g80,g19
n14,g1,g16
n15,g41,g75
n16,g4,g50
n17,g39,g88
n18,g78,g79
n19,g16,g7
n20,g57,g76
n21,g9,g66
n22,g26,g64
n23,g0,g98
n24,g2,g34
n25,g93,g29
n26,g59,g41
n27,g2,g48
n28,g86,g13
n29,g28,g85
n30,g3,g81
n31,g57,g5
n32,g84,g63
n33,g50,g79
n34,g15,g43
n35,g12,g69
n36,g51,g52
n37,g1,g85
n38,g42,g45
n39,g54,g16
n40,g12,g74
n41,g73,g42
n42,g58,g93
n43,g19,g14
n44,g70,g14
n45,g12,g7
n46,g58,g24
