n0,g36,g39
n1,g57,g58
n2,g44,g75
n3,g85,g92
n4,g57,g96
n5,g38,g80
n6,g0,g13
n7,g17,g69
n8,g59,g37
n9,g26,g19
n10,g38,g87
n11,g32,g56
n12,g54,g12
n13,g62,g46
n14,g20,g26
n15,g35,g64
n16,g62,g54
n17,g71,g78
n18,g83,g22
n19,g14,g69
n20,g32,g71
n21,g35,g51
n22,g64,g8
n23,g53,g79
n24,g92,g9
n25,g52,g87
n26,g88,g80
n27,g15,g20
n28,g57,g84
n29,g7,g42
n30,g69,g42
n31,g46,g77
n32,g52,g2
n33,g7,g50
n34,g66,g84
n35,g39,g23
n36,g10,g92
n37,g22,g12
n38,g82,g85
n39,g57,g5
n40,g73,g55
n41,g89,g13
n42,g39,g41
n43,g80,g10
n44,g88,g98
n45,g29,g86
n46,g44,g26
n47,g22,g47
n48,g62,g48
n49,g88,g68
n50,g43,g31
n51,g59,g70
n52,g56,g40
