n0,g10,g50
n1,g42,g9
n2,g77,g76
n3,g98,g54
n4,g85,g84
n5,g67,g64
n6,g25,g43
n7,g33,g45
n8,g64,g26
n9,g69,g7
n10,g36,g57
n11,g76,g75
n12,g18,g88
n13,g54,g21
n14,g78,g51
n15,g90,g31
n16,g26,g30
n17,g8,g86
n18,g73,g95
n19,g86,g78
n20,g55,g3
n21,g53,g62
n22,g26,g54
n23,g3,g70
n24,g98,g95
n25,g7,g1
n26,g49,g66
n27,g17,g80
n28,g29,g1
n29,g66,g98
n30,g43,g53
n31,g13,g79
n32,g57,g7
n33,g85,g32
n34,g3,g48
n35,g15,g3
n36,g82,g63
n37,g85,g56
n38,g36,g63
n39,g40,g15
n40,g86,g75
n41,g38,g43
n42,g44,g73
n43,g37,g20
n44,g11,g75
n45,g7,g48
n46,g59,g4
n47,g2,g49
n48,g15,g42
n49,g92,g7
n50,g35,g67
n51,g80,g8
n52,g49,g30
