n0,g81,g21
n1,g43,g93
n2,g69,g65
n3,g52,g39
n4,g16,g54
n5,g31,g34
n6,g98,g57
n7,g77,g19
n8,g4,g14
n9,g36,g69
n10,g87,g60
n11,g47,g69
n12,g85,g15
n13,g0,g53
n14,g16,g91
n15,g67,g33
n16,g80,g10
n17,g69,g44
n18,g84,g48
n19,g49,g32
n20,g69,g40
n21,g47,g25
n22,g44,g73
n23,g66,g74
n24,g88,g17
n25,g48,g42
n26,g55,g15
n27,g85,g44
n28,g9,g18
n29,g79,g70
n30,g57,g96
n31,g39,g75
n32,g4,g24
n33,g34,g39
n34,g23,g43
n35,g56,g77
n36,g11,g5
n37,g77,g48
n38,g39,g72
n39,g72,g43
n40,g27,g28
n41,g74,g62
n42,g84,g41
n43,g3,g77
n44,g64,g59
n45,g50,g20
n46,g70,g27
n47,g50,g8
n48,g86,g2
n49,g53,g80
n50,g42,g65
n51,g13,g38
n52,g95,g67
n53,g28,g43
n54,g52,g0
