n0,g71,g41
n1,g3,g25
n2,g67,g3
n3,g3,g22
n4,g39,g51
n5,g62,g72
n6,g74,g8
n7,g85,g93
n8,g17,g54
n9,g14,g74
n10,g7,g10
n11,g77,g73
n12,g28,g76
n13,g8,g58
n14,g49,g44
n15,g92,g20
n16,g89,g75
n17,g15,g14
n18,g65,g57
n19,g76,g61
n20,g83,g48
n21,g11,g38
n22,g31,g19
n23,g50,g54
n24,g61,g32
n25,g19,g64
n26,g32,g91
n27,g49,g43
n28,g25,g29
n29,g56,g57
n30,g81,g63
n31,g10,g95
n32,g91,g52
n33,g22,g74
n34,g92,g18
n35,g66,g52
n36,g49,g23
n37,g29,g99
n38,g99,g53
n39,g78,g42
n40,g78,g64
n41,g84,g4
n42,g72,g71
n43,g39,g82
n44,g44,g75
n45,g40,g33
n46,g76,g63
n47,g56,g90
n48,g33,g9
n49,g32,g81
n50,g47,g0
n51,g1,g65
n52,g79,g90
n53,g60,g13
n54,g4,g18
