n0,g58,g52
n1,g48,g28
n2,g47,g81
n3,g60,g67
n4,g91,g11
n5,g20,g70
n6,g80,g37
n7,g13,g77
n8,g73,g38
n9,g89,g66
n10,g33,g31
n11,g12,g46
n12,g98,g21
n13,g79,g6
n14,g78,g59
n15,g16,g78
n16,g43,g14
n17,g48,g35
n18,g59,g87
n19,g21,g43
n20,g16,g71
n21,g38,g33
n22,g36,g38
n23,g5,g71
n24,g71,g56
n25,g81,g77
n26,g29,g93
n27,g52,g43
n28,g47,g49
n29,g40,g48
n30,g57,g72
n31,g27,g35
n32,g94,g0
n33,g34,g6
n34,g83,g1
n35,g83,g7
n36,g15,g84
n37,g88,g90
n38,g88,g98
n39,g10,g1
n40,g71,g61
n41,g76,g84
n42,g3,g45
n43,g26,g86
n44,g14,g23
n45,g76,g48
n46,g12,g77
n47,g27,g92
n48,g67,g74
n49,g61,g14
n50,g97,g17
n51,g28,g0
n52,g2,g57
n53,g93,g74
n54,g73,g56
n55,g62,g53
n56,g2,g26
