n0,g2,g68
n1,g17,g57
n2,g47,g86
n3,g80,g82
n4,g33,g57
n5,g53,g2
n6,g26,g92
n7,g37,g78
n8,g86,g37
n9,g93,g8
n10,g71,g76
n11,g31,g43
n12,g82,g16
n13,g11,g45
n14,g26,g79
n15,g5,g27
n16,g59,g46
n17,g17,g10
n18,g13,g37
n19,g23,g59
n20,g55,g7
n21,g67,g87
n22,g57,g51
n23,g5,g6
n24,g24,g91
n25,g54,g57
n26,g20,g59
n27,g35,g82
n28,g99,g42
n29,g36,g65
n30,g57,g19
n31,g71,g78
n32,g4,g91
n33,g65,g22
n34,g69,g44
n35,g32,g16
n36,g54,g74
n37,g12,g18
n38,g49,g82
n39,g56,g15
n40,g37,g39
n41,g84,g39
n42,g63,g47
n43,g65,g37
n44,g40,g3
n45,g56,g49
n46,g29,g75
n47,g14,g1
n48,g72,g90
n49,g8,g65
