n0,g3,g57
n1,g59,g88
n2,g25,g52
n3,g95,g90
n4,g16,g71
n5,g64,g79
n6,g99,g70
n7,g50,g30
n8,g88,g23
n9,g93,g37
n10,g10,g61
n11,g32,g25
n12,g99,g42
n13,g59,g6
n14,g11,g68
n15,g98,g50
n16,g23,g73
n17,g26,g98
n18,g15,g71
n19,g71,g86
n20,g69,g68
n21,g29,g63
n22,g49,g66
n23,g35,g60
n24,g43,g32
n25,g22,g6
n26,g36,g94
n27,g56,g68
n28,g0,g68
n29,g2,g81
n30,g87,g66
n31,g93,g35
n32,g83,g97
n33,g95,g84
n34,g67,g38
n35,g69,g7
n36,g23,g61
n37,g80,g66
n38,g97,g38
n39,g20,g71
n40,g86,g93
n41,g89,g64
n42,g22,g36
n43,g29,g51
n44,g95,g64
n45,g79,g41
n46,g99,g33
n47,g66,g30
n48,g17,g47
n49,g76,g11
n50,g94,g40
n51,g45,g83
n52,g73,g94
n53,g14,g65
n54,g47,g68
n55,g61,g16
n56,g27,g4
n57,g16,g97
n58,g62,g44
n59,g0,g11
n60,g66,g71
n61,g43,g90
