n0,g47,g86
n1,g16,g64
n2,g83,g32
n3,g6,g97
n4,g62,g67
n5,g75,g0
n6,g55,g94
n7,g10,g8
n8,g96,g34
n9,g68,g43
n10,g42,g64
n11,g9,g64
n12,g43,g7
n13,g16,g99
n14,g28,g3
n15,g22,g47
n16,g18,g32
n17,g66,g33
n18,g25,g61
n19,g60,g57
n20,g92,g62
n21,g91,g26
n22,g97,g82
n23,g57,g13
n24,g13,g39
n25,g51,g96
n26,g83,g68
n27,g64,g97
n28,g67,g6
n29,g90,g19
n30,g40,g84
n31,g95,g54
n32,g38,g45
n33,g96,g20
n34,g92,g84
n35,g77,g90
n36,g67,g78
n37,g51,g78
n38,g32,g17
n39,g66,g3
n40,g39,g89
n41,g65,g43
n42,g10,g0
n43,g95,g2
n44,g51,g5
n45,g12,g14
n46,g6,g71
n47,g7,g68
n48,g57,g36
n49,g69,g61
n50,g31,g62
n51,g48,g56
n52,g48,g64
n53,g79,g4
n54,g98,g79
n55,g98,g38
n56,g39,g93
n57,g4,g82
n58,g51,g12
n59,g79,g62
n60,g7,g56
n61,g14,g67
