n0,g77,g38
n1,g65,g94
n2,g33,g89
n3,g53,g79
n4,g99,g35
n5,g60,g66
n6,g78,g26
n7,g49,g52
n8,g32,g67
n9,g41,g54
n10,g83,g75
n11,g71,g56
n12,g65,g54
n13,g58,g32
n14,g16,g37
n15,g29,g20
n16,g29,g99
n17,g93,g69
n18,g52,g43
n19,g45,g73
n20,g3,g0
n21,g78,g7
n22,g8,g65
n23,g98,g62
n24,g88,g42
n25,g90,g22
n26,g74,g45
n27,g16,g65
n28,g66,g47
n29,g71,g96
n30,g76,g50
n31,g49,g5
n32,g86,g68
n33,g1,g30
n34,g31,g43
n35,g93,g50
n36,g76,g99
n37,g86,g88
n38,g21,g25
n39,g39,g34
n40,g32,g95
n41,g17,g96
n42,g58,g49
n43,g80,g99
n44,g40,g77
n45,g14,g43
n46,g10,g82
n47,g17,g64
n48,g8,g60
n49,g16,g69
n50,g32,g13
n51,g13,g49
n52,g90,g75
n53,g95,g77
n54,g20,g4
n55,g82,g90
n56,g64,g71
n57,g4,g97
n58,g29,g48
n59,g29,g64
n60,g81,g15
n61,g12,g45
n62,g17,g97
