n70,g60,g67
n6,g40,g68
n4,g73,g43
n22,g56,g77
n21,g21,g95
n60,g51,g84
n79,g66,g44
n74,g76,g26
n69,g0,g55
n28,g68,g78
n14,g87,g20
n45,g16,g62
n5,g1,g44
n23,g57,g88
n24,g0,g49
n17,g55,g26
n54,g2,g91
n77,g71,g14
n63,g93,g82
n9,g67,g74
n25,g73,g92
n10,g25,g16
n68,g30,g61
n34,g67,g39
n72,g12,g36
n73,g36,g40
n55,g81,g94
n44,g99,g83
n16,g78,g37
n80,g9,g2
n81,g13,g73
n75,g70,g90
n66,g46,g27
n47,g28,g48
n52,g38,g39
n59,g8,g89
n57,g2,g78
n71,g96,g98
n37,g80,g36
n31,g8,g13
n19,g84,g25
n46,g11,g14
n65,g67,g98
n85,g86,g31
n1,g53,g2
n84,g49,g55
n32,g96,g14
n26,g84,g1
n20,g43,g30
n53,g4,g97
n56,g57,g60
n76,g69,g93
n38,g18,g43
n13,g35,g79
n67,g19,g93
n41,g48,g11
n18,g64,g89
n11,g23,g64
n30,g46,g65
n35,g19,g20
n8,g81,g22
n83,g53,g76
n39,g71,g78
n33,g38,g30
n27,g62,g38
n50,g73,g56
n12,g13,g23
n82,g29,g50
n0,g12,g35
n43,g40,g35
n58,g52,g86
n36,g1,g52
n42,g23,g55
n61,g76,g11
n78,g57,g98
n3,g30,g48
n29,g84,g42
n49,g54,g14
n62,g84,g33
n40,g54,g97
n51,g98,g6
n7,g7,g23
n15,g22,g83
n48,g8,g95
n64,g2,g36
n2,g16,g4
