n70,g32,g20
n65,g44,g31
n6,g67,g24
n35,g85,g54
n4,g8,g38
n32,g74,g35
n72,g21,g78
n74,g13,g91
n26,g31,g25
n21,g58,g5
n60,g23,g82
n20,g68,g29
n73,g39,g35
n51,g71,g5
n69,g40,g95
n71,g86,g36
n28,g38,g87
n14,g28,g90
n45,g70,g43
n39,g68,g99
n5,g45,g66
n23,g43,g89
n24,g16,g98
n54,g13,g25
n16,g47,g81
n17,g28,g82
n18,g70,g75
n63,g59,g44
n9,g8,g45
n25,g77,g10
n30,g98,g3
n31,g9,g72
n10,g87,g77
n43,g97,g91
n68,g81,g1
n34,g27,g82
n8,g25,g55
n53,g26,g94
n55,g93,g46
n38,g65,g9
n33,g67,g77
n62,g96,g48
n11,g40,g50
n27,g27,g18
n50,g68,g44
n44,g87,g45
n12,g81,g24
n67,g45,g21
n75,g17,g22
n0,g75,g11
n22,g70,g41
n58,g45,g46
n36,g12,g57
n42,g37,g5
n61,g74,g24
n3,g30,g50
n29,g36,g47
n47,g29,g34
n49,g4,g58
n52,g72,g4
n59,g33,g10
n57,g70,g62
n66,g61,g21
n37,g6,g86
n13,g59,g96
n40,g38,g93
n19,g11,g35
n46,g46,g70
n7,g15,g42
n15,g34,g39
n48,g85,g43
n41,g49,g33
n76,g11,g31
n64,g72,g30
n56,g42,g3
n2,g60,g18
n1,g52,g3
