n70,g67,g70
n65,g32,g56
n6,g15,g26
n35,g41,g20
n4,g57,g32
n32,g35,g55
n72,g71,g61
n74,g35,g9
n26,g38,g11
n21,g74,g77
n60,g92,g39
n20,g4,g5
n73,g86,g52
n51,g97,g36
n69,g14,g11
n71,g54,g43
n28,g72,g31
n14,g90,g24
n45,g51,g42
n39,g12,g9
n5,g26,g74
n23,g71,g30
n24,g52,g97
n54,g39,g11
n16,g85,g56
n17,g42,g81
n18,g88,g72
n63,g28,g56
n9,g10,g64
n25,g66,g63
n30,g16,g43
n31,g63,g38
n10,g14,g90
n43,g6,g47
n68,g81,g54
n34,g48,g16
n8,g9,g93
n53,g24,g69
n55,g76,g59
n38,g22,g36
n33,g3,g81
n62,g53,g22
n11,g75,g87
n27,g83,g55
n50,g11,g34
n44,g18,g66
n12,g1,g8
n67,g21,g30
n0,g33,g54
n22,g6,g12
n58,g49,g89
n36,g79,g39
n42,g32,g82
n61,g78,g15
n3,g90,g22
n29,g65,g4
n47,g90,g40
n49,g30,g69
n52,g46,g31
n59,g94,g37
n57,g8,g86
n66,g63,g3
n37,g83,g64
n13,g25,g89
n40,g94,g22
n19,g56,g2
n46,g71,g36
n7,g83,g15
n15,g24,g47
n48,g77,g11
n41,g8,g65
n64,g15,g49
n56,g34,g13
n2,g58,g75
n1,g31,g35
