n70,g80,g43
n65,g72,g66
n6,g29,g68
n35,g89,g32
n4,g88,g94
n32,g73,g23
n72,g85,g59
n74,g55,g82
n26,g53,g37
n21,g21,g16
n60,g88,g61
n20,g44,g79
n73,g68,g17
n51,g42,g73
n69,g42,g54
n71,g21,g96
n28,g37,g90
n14,g40,g65
n45,g15,g12
n39,g6,g99
n5,g23,g35
n23,g55,g75
n24,g20,g84
n54,g91,g67
n16,g76,g51
n17,g61,g39
n18,g21,g36
n63,g4,g8
n9,g52,g69
n25,g56,g22
n30,g35,g34
n31,g68,g50
n10,g45,g49
n43,g46,g28
n68,g15,g32
n34,g23,g25
n8,g86,g31
n53,g71,g11
n55,g46,g85
n38,g92,g86
n33,g27,g44
n62,g2,g14
n11,g60,g56
n27,g59,g7
n50,g60,g67
n44,g78,g13
n12,g54,g87
n67,g11,g51
n0,g61,g36
n22,g10,g6
n58,g65,g69
n36,g25,g60
n42,g48,g56
n61,g2,g0
n3,g73,g33
n29,g50,g32
n47,g23,g79
n49,g87,g23
n52,g97,g7
n59,g35,g27
n57,g13,g42
n66,g71,g35
n37,g60,g52
n13,g96,g80
n40,g41,g86
n19,g89,g1
n46,g3,g66
n7,g54,g95
n15,g7,g76
n48,g19,g45
n41,g79,g40
n64,g44,g75
n56,g66,g37
n2,g12,g26
n1,g59,g3
