n70,g82,g72
n65,g92,g16
n6,g65,g12
n35,g9,g62
n4,g27,g78
n32,g90,g84
n72,g66,g69
n74,g51,g84
n26,g77,g85
n21,g51,g34
n60,g85,g39
n20,g65,g51
n73,g70,g11
n51,g72,g23
n69,g34,g46
n71,g86,g47
n28,g6,g49
n14,g27,g74
n45,g88,g48
n39,g12,g23
n5,g35,g56
n23,g65,g19
n24,g47,g32
n54,g65,g71
n16,g89,g48
n17,g64,g50
n18,g33,g44
n63,g31,g88
n9,g87,g9
n25,g64,g21
n30,g76,g46
n31,g86,g66
n10,g68,g56
n43,g77,g27
n68,g55,g1
n34,g97,g94
n8,g57,g76
n53,g79,g94
n55,g38,g48
n38,g31,g16
n33,g44,g59
n62,g14,g96
n11,g49,g83
n27,g18,g12
n50,g5,g17
n44,g12,g67
n12,g17,g61
n67,g35,g58
n0,g17,g36
n22,g34,g16
n58,g37,g10
n36,g84,g49
n42,g61,g58
n61,g94,g84
n3,g2,g79
n29,g12,g35
n47,g64,g8
n49,g39,g84
n52,g65,g6
n59,g68,g87
n57,g80,g50
n66,g33,g4
n37,g29,g49
n13,g89,g77
n40,g53,g87
n19,g60,g14
n46,g22,g96
n7,g4,g44
n15,g5,g49
n48,g30,g57
n41,g11,g61
n64,g75,g30
n56,g52,g76
n2,g53,g97
n1,g72,g71
