n0,g64,g74
n1,g88,g81
n2,g69,g87
n3,g41,g70
n4,g53,g55
n5,g2,g30
n6,g75,g37
n7,g46,g87
n8,g99,g5
n9,g28,g25
n10,g3,g47
n11,g13,g15
n12,g53,g34
n13,g71,g37
n14,g7,g35
n15,g1,g71
n16,g6,g81
n17,g7,g94
n18,g96,g92
n19,g11,g84
n20,g90,g79
n21,g72,g34
n22,g38,g46
n23,g76,g8
n24,g53,g95
n25,g71,g92
n26,g75,g41
n27,g16,g42
n28,g16,g73
n29,g32,g88
n30,g83,g95
n31,g44,g60
n32,g94,g35
n33,g21,g38
n34,g22,g91
n35,g89,g25
n36,g9,g92
n37,g32,g59
n38,g56,g50
n39,g44,g76
n40,g23,g86
n41,g37,g6
n42,g55,g67
n43,g30,g56
n44,g82,g86
n45,g27,g53
