n70,g32,g56
n6,g60,g66
n4,g31,g16
n22,g87,g64
n21,g44,g26
n60,g56,g58
n79,g15,g89
n74,g81,g72
n69,g4,g57
n28,g49,g59
n14,g14,g40
n45,g47,g64
n5,g85,g48
n23,g14,g91
n24,g79,g88
n17,g85,g96
n54,g80,g97
n77,g13,g47
n63,g84,g49
n9,g88,g96
n25,g64,g55
n87,g20,g43
n10,g45,g96
n68,g48,g59
n34,g27,g95
n72,g22,g36
n73,g37,g28
n55,g53,g69
n44,g74,g40
n16,g35,g99
n80,g4,g52
n81,g80,g85
n75,g11,g60
n66,g70,g3
n47,g85,g44
n52,g44,g33
n59,g25,g27
n57,g46,g7
n71,g62,g64
n37,g39,g99
n31,g11,g45
n19,g15,g26
n46,g56,g91
n65,g69,g74
n85,g91,g25
n1,g99,g26
n84,g92,g29
n32,g95,g12
n26,g3,g84
n20,g93,g60
n53,g97,g78
n56,g60,g20
n76,g11,g69
n38,g48,g87
n13,g36,g74
n67,g42,g6
n41,g37,g9
n18,g99,g80
n11,g36,g60
n30,g30,g3
n35,g10,g74
n8,g19,g44
n83,g84,g16
n39,g81,g42
n33,g47,g28
n27,g93,g96
n50,g83,g50
n12,g54,g83
n82,g20,g9
n0,g92,g44
n43,g86,g53
n58,g39,g67
n36,g50,g93
n42,g46,g80
n61,g21,g10
n78,g61,g73
n3,g80,g31
n29,g26,g77
n49,g6,g75
n86,g13,g19
n62,g20,g58
n40,g24,g33
n51,g84,g9
n7,g7,g33
n15,g69,g28
n48,g57,g76
n64,g9,g32
n2,g29,g66
