n0,g26,g44
n1,g75,g80
n2,g18,g62
n3,g85,g67
n4,g71,g80
n5,g75,g30
n6,g88,g55
n7,g16,g32
n8,g24,g79
n9,g10,g8
n10,g18,g89
n11,g50,g88
n12,g88,g89
n13,g5,g55
n14,g93,g46
n15,g63,g91
n16,g44,g75
n17,g82,g52
n18,g99,g10
n19,g51,g65
n20,g30,g16
n21,g14,g57
n22,g92,g10
n23,g89,g76
n24,g71,g66
n25,g87,g67
n26,g59,g5
n27,g99,g73
n28,g1,g64
n29,g32,g1
n30,g33,g18
n31,g90,g11
n32,g83,g75
n33,g34,g53
n34,g81,g63
n35,g59,g52
n36,g56,g54
n37,g5,g23
n38,g28,g46
n39,g70,g80
n40,g72,g56
n41,g32,g89
n42,g35,g0
n43,g76,g31
n44,g32,g63
n45,g60,g77
n46,g9,g91
n47,g88,g76
