n0,g23,g53
n1,g12,g46
n2,g41,g66
n3,g79,g75
n4,g43,g51
n5,g75,g31
n6,g82,g77
n7,g98,g28
n8,g46,g60
n9,g24,g59
n10,g56,g23
n11,g21,g10
n12,g55,g50
n13,g60,g52
n14,g20,g45
n15,g47,g84
n16,g70,g51
n17,g92,g60
n18,g82,g92
n19,g74,g93
n20,g82,g46
n21,g29,g13
n22,g71,g45
n23,g94,g48
n24,g53,g55
n25,g48,g44
n26,g39,g50
n27,g53,g25
n28,g84,g4
n29,g45,g19
n30,g20,g11
n31,g77,g24
n32,g2,g91
n33,g79,g64
n34,g86,g87
n35,g20,g96
n36,g33,g29
n37,g15,g7
n38,g31,g15
n39,g37,g9
n40,g10,g93
n41,g0,g4
n42,g25,g50
n43,g55,g90
n44,g29,g35
n45,g20,g38
n46,g22,g37
n47,g41,g19
n48,g77,g54
n49,g47,g12
n50,g30,g9
n51,g84,g17
n52,g65,g63
n53,g75,g94
n54,g27,g51
n55,g74,g44
n56,g81,g66
n57,g92,g47
n58,g70,g11
n59,g79,g1
n60,g29,g20
n61,g27,g96
n62,g63,g66
n63,g42,g50
