n70,g2,g1
n6,g91,g78
n4,g53,g90
n22,g21,g29
n21,g21,g48
n60,g28,g43
n79,g23,g64
n74,g21,g92
n69,g48,g46
n28,g39,g17
n14,g18,g29
n45,g59,g82
n5,g49,g38
n23,g40,g43
n24,g15,g27
n17,g58,g78
n54,g19,g46
n77,g49,g8
n63,g25,g10
n9,g10,g77
n25,g26,g97
n87,g35,g46
n10,g16,g20
n68,g62,g12
n34,g90,g96
n72,g18,g46
n73,g10,g82
n55,g91,g23
n44,g28,g78
n16,g62,g37
n80,g50,g23
n81,g81,g21
n75,g85,g89
n66,g79,g10
n47,g95,g2
n52,g91,g17
n59,g51,g7
n57,g49,g61
n71,g42,g84
n37,g63,g89
n31,g1,g50
n19,g17,g61
n46,g14,g53
n65,g79,g47
n85,g73,g86
n1,g60,g55
n84,g94,g34
n32,g57,g74
n26,g96,g59
n20,g93,g0
n53,g70,g77
n56,g94,g84
n76,g5,g41
n38,g90,g97
n13,g67,g56
n67,g79,g93
n41,g74,g79
n18,g31,g8
n11,g9,g38
n30,g40,g57
n35,g84,g52
n8,g96,g40
n83,g90,g2
n39,g36,g37
n33,g36,g63
n27,g97,g8
n50,g89,g24
n12,g64,g47
n82,g76,g7
n0,g70,g13
n43,g15,g38
n58,g3,g20
n36,g97,g23
n42,g0,g28
n61,g89,g58
n78,g80,g51
n3,g12,g72
n29,g19,g42
n49,g52,g37
n88,g87,g48
n86,g81,g8
n62,g7,g20
n40,g3,g71
n51,g74,g5
n7,g66,g28
n15,g19,g23
n48,g83,g39
n64,g67,g62
n2,g6,g19
