n70,g46,g56
n6,g24,g28
n4,g79,g50
n22,g51,g83
n21,g90,g21
n60,g49,g71
n79,g96,g85
n74,g64,g81
n69,g35,g82
n28,g36,g40
n14,g61,g37
n45,g83,g62
n5,g34,g97
n23,g36,g75
n24,g61,g39
n17,g27,g61
n54,g78,g75
n77,g14,g20
n63,g67,g74
n9,g43,g97
n25,g67,g55
n87,g21,g40
n10,g33,g36
n68,g24,g14
n34,g66,g67
n72,g85,g73
n73,g50,g15
n55,g7,g19
n44,g20,g21
n16,g93,g70
n80,g26,g38
n81,g73,g17
n75,g60,g33
n66,g2,g79
n47,g82,g52
n52,g7,g15
n59,g86,g63
n57,g23,g64
n71,g94,g84
n37,g58,g95
n31,g50,g3
n19,g72,g66
n46,g13,g32
n65,g0,g77
n85,g16,g63
n1,g52,g4
n84,g9,g23
n32,g11,g12
n26,g84,g64
n20,g34,g8
n53,g97,g91
n56,g27,g22
n76,g2,g98
n38,g44,g33
n13,g60,g93
n67,g20,g30
n41,g57,g11
n18,g1,g37
n11,g88,g84
n30,g1,g92
n35,g64,g27
n8,g3,g42
n83,g51,g4
n39,g22,g59
n33,g43,g28
n27,g62,g54
n50,g10,g94
n12,g53,g48
n82,g7,g48
n0,g27,g17
n43,g73,g81
n58,g70,g12
n36,g15,g83
n42,g34,g12
n61,g38,g91
n78,g47,g37
n3,g79,g24
n29,g79,g80
n49,g71,g42
n88,g30,g53
n86,g59,g20
n62,g19,g57
n40,g49,g20
n51,g6,g7
n7,g54,g4
n15,g3,g12
n48,g11,g42
n64,g87,g14
n2,g63,g80
