n70,g36,g0
n65,g34,g29
n6,g18,g74
n35,g34,g79
n4,g48,g4
n32,g29,g97
n26,g61,g98
n21,g4,g39
n60,g11,g26
n20,g44,g37
n51,g34,g69
n69,g46,g10
n28,g80,g69
n14,g85,g10
n45,g11,g38
n39,g65,g97
n5,g70,g19
n23,g37,g56
n24,g87,g63
n54,g77,g45
n16,g62,g79
n17,g20,g17
n18,g7,g5
n63,g28,g13
n9,g19,g83
n25,g71,g23
n30,g99,g97
n31,g73,g29
n10,g2,g12
n43,g81,g8
n68,g99,g36
n34,g90,g60
n8,g1,g39
n53,g96,g86
n55,g88,g46
n38,g42,g6
n33,g33,g46
n62,g30,g12
n11,g11,g42
n27,g16,g88
n50,g87,g9
n44,g1,g91
n12,g82,g78
n67,g54,g73
n0,g22,g8
n22,g69,g9
n58,g27,g89
n36,g84,g34
n42,g53,g74
n61,g93,g78
n3,g62,g47
n29,g76,g78
n47,g77,g25
n49,g47,g55
n52,g35,g60
n59,g80,g60
n57,g2,g73
n66,g63,g8
n37,g74,g66
n13,g50,g11
n40,g33,g56
n19,g69,g1
n46,g67,g36
n7,g81,g43
n15,g77,g69
n48,g90,g46
n41,g99,g48
n64,g91,g34
n56,g30,g55
n2,g37,g16
n1,g6,g66
