n70,g63,g87
n65,g27,g91
n6,g12,g46
n35,g4,g34
n4,g62,g76
n32,g16,g27
n72,g60,g14
n74,g29,g28
n26,g2,g48
n21,g7,g30
n60,g6,g2
n20,g39,g68
n73,g15,g57
n51,g9,g11
n69,g44,g86
n71,g55,g4
n28,g20,g22
n77,g37,g52
n14,g49,g19
n45,g36,g43
n39,g44,g69
n5,g75,g68
n23,g16,g22
n24,g61,g97
n54,g20,g62
n16,g21,g47
n17,g92,g58
n18,g40,g68
n63,g91,g17
n9,g47,g25
n25,g51,g4
n30,g93,g5
n31,g25,g42
n10,g50,g70
n43,g70,g38
n68,g67,g37
n34,g45,g82
n8,g57,g46
n53,g50,g60
n55,g7,g78
n38,g7,g72
n33,g70,g99
n62,g65,g83
n11,g55,g56
n27,g92,g67
n50,g78,g58
n44,g96,g13
n12,g82,g68
n67,g7,g32
n75,g84,g6
n0,g98,g52
n22,g79,g58
n58,g22,g49
n36,g83,g9
n42,g14,g61
n61,g88,g91
n3,g34,g97
n29,g78,g6
n47,g64,g14
n49,g23,g87
n52,g23,g84
n59,g84,g5
n57,g72,g14
n66,g77,g46
n37,g10,g67
n13,g33,g74
n40,g49,g61
n19,g36,g31
n46,g81,g69
n7,g57,g69
n15,g19,g50
n48,g16,g49
n41,g45,g11
n76,g82,g58
n64,g5,g12
n56,g95,g61
n2,g11,g43
n1,g44,g85
