n70,g84,g34
n65,g10,g73
n6,g37,g39
n35,g3,g24
n4,g29,g67
n32,g68,g95
n72,g41,g51
n74,g53,g83
n26,g65,g52
n21,g46,g93
n60,g5,g37
n20,g86,g5
n73,g77,g2
n51,g3,g92
n69,g91,g6
n71,g57,g45
n28,g37,g69
n77,g57,g63
n14,g36,g57
n45,g70,g15
n39,g8,g24
n5,g79,g15
n23,g76,g51
n24,g80,g93
n54,g88,g59
n16,g61,g77
n17,g65,g37
n18,g13,g62
n63,g55,g84
n9,g9,g15
n25,g55,g44
n30,g28,g0
n31,g46,g48
n10,g24,g54
n43,g94,g99
n68,g47,g96
n34,g30,g25
n8,g42,g55
n53,g41,g87
n55,g26,g12
n38,g56,g55
n33,g91,g2
n62,g93,g99
n11,g63,g39
n27,g23,g31
n50,g0,g92
n44,g11,g93
n12,g56,g30
n67,g18,g6
n75,g3,g59
n0,g4,g81
n22,g98,g68
n58,g81,g16
n36,g22,g38
n42,g10,g53
n61,g2,g29
n3,g96,g39
n29,g66,g21
n47,g31,g60
n49,g43,g9
n52,g59,g76
n59,g89,g93
n57,g14,g86
n66,g14,g42
n37,g11,g38
n13,g97,g32
n40,g64,g89
n19,g24,g40
n46,g46,g33
n7,g30,g69
n15,g12,g73
n48,g9,g71
n41,g2,g53
n76,g39,g33
n64,g58,g71
n56,g25,g63
n2,g89,g48
n1,g54,g48
