n0,g96,g44
n1,g56,g10
n2,g76,g41
n3,g44,g81
n4,g92,g16
n5,g7,g8
n6,g77,g31
n7,g72,g20
n8,g28,g59
n9,g70,g39
n10,g23,g38
n11,g61,g58
n12,g4,g9
n13,g70,g37
n14,g43,g3
n15,g79,g19
n16,g73,g84
n17,g8,g59
n18,g28,g8
n19,g39,g94
n20,g4,g27
n21,g44,g38
n22,g8,g62
n23,g86,g6
n24,g81,g58
n25,g42,g41
n26,g99,g93
n27,g31,g11
n28,g35,g18
n29,g90,g34
n30,g79,g68
n31,g10,g15
n32,g55,g27
n33,g11,g65
n34,g88,g83
n35,g93,g13
n36,g25,g5
n37,g88,g33
n38,g47,g63
n39,g66,g10
n40,g66,g75
n41,g77,g74
n42,g33,g39
n43,g69,g10
