n0,g0,g26
n1,g59,g55
n2,g24,g45
n3,g63,g90
n4,g66,g1
n5,g24,g78
n6,g88,g12
n7,g10,g27
n8,g5,g80
n9,g73,g53
n10,g79,g75
n11,g65,g91
n12,g73,g56
n13,g6,g22
n14,g54,g75
n15,g56,g63
n16,g16,g51
n17,g21,g31
n18,g69,g70
n19,g52,g23
n20,g7,g96
n21,g61,g0
n22,g48,g83
n23,g6,g82
n24,g90,g48
n25,g83,g45
n26,g68,g96
n27,g23,g21
n28,g54,g15
n29,g29,g79
n30,g76,g8
n31,g17,g61
n32,g33,g85
n33,g26,g73
n34,g80,g21
n35,g1,g99
n36,g52,g94
n37,g85,g34
n38,g11,g17
n39,g99,g10
n40,g14,g49
n41,g15,g96
n42,g7,g87
n43,g92,g21
