n0,g56,g29
n1,g37,g53
n2,g84,g53
n3,g9,g0
n4,g60,g96
n5,g95,g13
n6,g19,g97
n7,g98,g17
n8,g53,g6
n9,g46,g61
n10,g47,g94
n11,g67,g48
n12,g6,g68
n13,g52,g1
n14,g91,g38
n15,g11,g57
n16,g16,g43
n17,g63,g59
n18,g60,g97
n19,g62,g60
n20,g70,g32
n21,g57,g36
n22,g95,g70
n23,g67,g54
n24,g12,g83
n25,g37,g65
n26,g92,g99
n27,g23,g12
n28,g66,g42
n29,g97,g85
n30,g30,g51
n31,g90,g83
n32,g35,g91
n33,g80,g48
n34,g59,g68
n35,g29,g80
n36,g52,g3
n37,g63,g81
n38,g86,g59
n39,g30,g44
n40,g14,g25
n41,g30,g53
n42,g76,g43
n43,g72,g78
n44,g96,g67
n45,g33,g41
n46,g67,g27
n47,g65,g0
n48,g70,g8
n49,g2,g60
n50,g3,g23
n51,g0,g72
n52,g45,g78
