n70,g73,g61
n65,g54,g27
n6,g64,g81
n35,g6,g75
n4,g1,g19
n32,g53,g39
n72,g41,g76
n83,g21,g12
n74,g92,g15
n84,g61,g74
n26,g12,g33
n21,g88,g79
n60,g67,g55
n20,g81,g37
n73,g7,g30
n51,g4,g71
n69,g85,g34
n71,g83,g50
n28,g45,g89
n77,g26,g38
n14,g64,g17
n45,g40,g41
n39,g96,g24
n5,g17,g28
n23,g40,g84
n24,g53,g64
n54,g69,g29
n16,g77,g47
n82,g50,g97
n17,g98,g52
n18,g45,g7
n63,g83,g48
n9,g51,g56
n25,g81,g3
n30,g99,g42
n31,g21,g64
n10,g61,g16
n43,g27,g2
n68,g61,g10
n34,g80,g90
n8,g94,g20
n79,g7,g11
n53,g81,g88
n55,g87,g83
n38,g49,g24
n33,g19,g75
n62,g40,g14
n11,g84,g83
n27,g69,g21
n50,g92,g82
n44,g21,g70
n12,g6,g50
n67,g56,g95
n75,g30,g82
n80,g72,g36
n0,g16,g19
n22,g98,g24
n81,g94,g50
n58,g62,g48
n36,g53,g99
n42,g52,g9
n61,g97,g66
n78,g51,g96
n3,g11,g37
n29,g71,g90
n47,g66,g6
n49,g65,g93
n52,g85,g79
n59,g31,g80
n57,g18,g83
n66,g28,g92
n37,g54,g47
n13,g99,g13
n40,g25,g32
n19,g98,g20
n46,g85,g13
n7,g86,g40
n15,g31,g27
n48,g70,g93
n41,g39,g60
n76,g12,g53
n64,g77,g43
n56,g86,g58
n2,g98,g1
n1,g63,g10
