n70,g65,g74
n65,g98,g85
n6,g39,g65
n35,g76,g4
n4,g60,g20
n32,g44,g0
n72,g16,g60
n83,g13,g94
n74,g76,g24
n84,g93,g73
n26,g29,g27
n21,g13,g34
n60,g54,g7
n20,g94,g95
n73,g9,g82
n51,g98,g47
n69,g86,g47
n71,g0,g41
n28,g88,g94
n77,g90,g18
n14,g85,g32
n45,g16,g88
n39,g39,g25
n5,g8,g0
n23,g25,g51
n24,g73,g62
n54,g82,g91
n16,g13,g75
n82,g15,g2
n17,g79,g89
n18,g41,g67
n63,g14,g4
n9,g17,g79
n25,g24,g96
n30,g95,g21
n31,g66,g17
n10,g45,g93
n43,g37,g50
n68,g70,g55
n34,g27,g64
n8,g40,g53
n79,g48,g49
n53,g84,g5
n55,g38,g21
n38,g25,g59
n33,g9,g45
n62,g60,g88
n11,g44,g47
n27,g33,g20
n50,g9,g10
n44,g27,g71
n12,g67,g57
n67,g85,g40
n75,g67,g95
n80,g30,g66
n0,g80,g30
n22,g40,g28
n81,g24,g37
n58,g12,g50
n36,g90,g66
n42,g92,g14
n61,g62,g35
n78,g42,g30
n3,g4,g87
n29,g23,g28
n47,g7,g68
n49,g88,g10
n52,g59,g48
n59,g25,g61
n57,g11,g37
n66,g38,g46
n37,g60,g39
n13,g23,g8
n40,g83,g14
n19,g59,g13
n46,g71,g70
n7,g7,g84
n15,g33,g80
n48,g37,g88
n41,g89,g24
n76,g92,g81
n64,g39,g58
n56,g13,g21
n2,g2,g81
n1,g26,g46
