n0,g96,g89
n1,g9,g79
n2,g29,g48
n3,g42,g72
n4,g46,g49
n5,g35,g10
n6,g72,g5
n7,g42,g93
n8,g72,g60
n9,g35,g48
n10,g32,g84
n11,g75,g84
n12,g89,g51
n13,g26,g36
n14,g92,g66
n15,g73,g97
n16,g30,g22
n17,g35,g8
n18,g3,g93
n19,g58,g49
n20,g9,g96
n21,g80,g6
n22,g99,g7
n23,g79,g4
n24,g44,g73
n25,g94,g55
n26,g67,g1
n27,g14,g11
n28,g66,g14
n29,g77,g29
n30,g84,g79
n31,g84,g21
n32,g74,g44
n33,g94,g3
n34,g45,g88
n35,g12,g30
n36,g81,g43
n37,g97,g74
n38,g97,g98
n39,g51,g68
n40,g12,g63
n41,g84,g55
n42,g8,g47
n43,g90,g31
n44,g42,g91
n45,g31,g29
