n0,g76,g78
n1,g9,g92
n2,g47,g48
n3,g61,g63
n4,g70,g81
n5,g79,g90
n6,g22,g82
n7,g21,g75
n8,g73,g24
n9,g68,g37
n10,g19,g95
n11,g37,g28
n12,g5,g68
n13,g55,g15
n14,g11,g65
n15,g70,g51
n16,g73,g87
n17,g67,g54
n18,g25,g99
n19,g61,g35
n20,g52,g26
n21,g70,g49
n22,g48,g38
n23,g80,g34
n24,g6,g23
n25,g56,g73
n26,g4,g7
n27,g70,g17
n28,g81,g89
n29,g74,g40
n30,g84,g10
n31,g14,g37
n32,g20,g82
n33,g29,g90
n34,g61,g84
n35,g4,g75
n36,g85,g72
n37,g77,g80
n38,g18,g65
n39,g95,g0
n40,g44,g60
n41,g92,g68
n42,g88,g75
n43,g15,g69
n44,g83,g0
n45,g88,g80
