n70,g87,g46
n65,g91,g60
n6,g9,g43
n35,g74,g14
n4,g98,g8
n32,g88,g4
n72,g92,g39
n74,g9,g70
n26,g40,g71
n21,g31,g67
n60,g31,g29
n20,g9,g28
n73,g15,g65
n51,g45,g14
n69,g41,g97
n71,g60,g30
n28,g38,g62
n77,g51,g76
n14,g48,g49
n45,g45,g37
n39,g13,g2
n5,g84,g83
n23,g62,g88
n24,g31,g50
n54,g97,g56
n16,g93,g52
n17,g17,g92
n18,g64,g65
n63,g61,g38
n9,g78,g42
n25,g64,g25
n30,g42,g89
n31,g95,g1
n10,g37,g78
n43,g34,g75
n68,g20,g8
n34,g6,g92
n8,g60,g5
n79,g18,g11
n53,g32,g79
n55,g11,g92
n38,g12,g47
n33,g28,g15
n62,g11,g3
n11,g24,g77
n27,g47,g52
n50,g59,g61
n44,g66,g2
n12,g18,g34
n67,g96,g44
n75,g35,g88
n80,g25,g99
n0,g19,g83
n22,g30,g37
n81,g5,g88
n58,g29,g94
n36,g16,g98
n42,g21,g87
n61,g31,g0
n78,g22,g10
n3,g86,g15
n29,g41,g43
n47,g25,g18
n49,g50,g90
n52,g58,g34
n59,g51,g75
n57,g19,g87
n66,g4,g42
n37,g91,g49
n13,g1,g54
n40,g35,g4
n19,g48,g99
n46,g18,g22
n7,g20,g34
n15,g35,g9
n48,g51,g19
n41,g15,g20
n76,g47,g23
n64,g11,g53
n56,g72,g4
n2,g82,g64
n1,g55,g33
