n70,g71,g95
n65,g15,g72
n6,g74,g65
n35,g59,g47
n4,g96,g83
n32,g56,g3
n72,g21,g93
n74,g13,g55
n26,g55,g66
n21,g45,g78
n60,g65,g8
n20,g6,g71
n73,g94,g11
n51,g70,g86
n69,g7,g50
n71,g51,g16
n28,g83,g46
n77,g34,g99
n14,g70,g23
n45,g25,g44
n39,g41,g65
n5,g93,g50
n23,g8,g17
n24,g72,g68
n54,g17,g11
n16,g47,g75
n17,g59,g61
n18,g67,g35
n63,g64,g78
n9,g8,g6
n25,g31,g54
n30,g97,g4
n31,g89,g97
n10,g85,g98
n43,g48,g96
n68,g51,g11
n34,g48,g11
n8,g49,g35
n79,g32,g12
n53,g90,g31
n55,g73,g24
n38,g79,g54
n33,g3,g58
n62,g62,g92
n11,g93,g28
n27,g93,g83
n50,g21,g53
n44,g56,g76
n12,g90,g67
n67,g35,g14
n75,g29,g64
n80,g41,g81
n0,g11,g84
n22,g79,g37
n81,g16,g38
n58,g5,g99
n36,g25,g58
n42,g67,g57
n61,g97,g18
n78,g0,g19
n3,g93,g12
n29,g3,g28
n47,g55,g72
n49,g25,g37
n52,g50,g85
n59,g85,g36
n57,g75,g29
n66,g47,g41
n37,g6,g59
n13,g10,g71
n40,g77,g65
n19,g77,g1
n46,g12,g74
n7,g42,g80
n15,g92,g8
n48,g1,g63
n41,g9,g64
n76,g38,g75
n64,g67,g33
n56,g34,g18
n2,g46,g26
n1,g48,g90
