n70,g84,g53
n6,g65,g0
n4,g97,g6
n22,g17,g7
n21,g96,g36
n60,g39,g87
n79,g59,g85
n74,g86,g92
n69,g16,g0
n28,g23,g15
n14,g47,g61
n45,g68,g2
n5,g58,g19
n23,g94,g98
n24,g35,g41
n17,g37,g4
n54,g71,g38
n77,g63,g21
n63,g76,g56
n9,g63,g19
n25,g70,g30
n10,g9,g55
n68,g18,g13
n34,g37,g27
n72,g93,g48
n73,g23,g21
n55,g3,g78
n44,g64,g31
n16,g42,g82
n80,g47,g88
n81,g66,g71
n75,g7,g50
n66,g76,g47
n47,g48,g0
n52,g18,g60
n59,g98,g34
n57,g42,g27
n71,g59,g54
n37,g63,g99
n31,g2,g61
n19,g43,g22
n46,g24,g95
n65,g27,g58
n85,g13,g3
n1,g56,g89
n84,g70,g23
n32,g34,g69
n26,g5,g71
n20,g51,g79
n53,g5,g34
n56,g81,g94
n76,g26,g32
n38,g18,g28
n13,g64,g10
n67,g19,g24
n41,g14,g54
n18,g61,g11
n11,g43,g55
n30,g16,g31
n35,g78,g93
n8,g77,g40
n83,g24,g64
n39,g90,g33
n33,g43,g72
n27,g88,g26
n50,g7,g54
n12,g5,g44
n82,g66,g61
n0,g44,g15
n43,g68,g77
n58,g15,g37
n36,g79,g76
n42,g20,g38
n61,g32,g59
n78,g50,g1
n3,g26,g82
n29,g25,g82
n49,g7,g87
n86,g93,g22
n62,g79,g77
n40,g98,g80
n51,g40,g36
n7,g38,g99
n15,g35,g90
n48,g51,g29
n64,g61,g13
n2,g37,g41
