n0,g52,g42
n1,g86,g37
n2,g70,g81
n3,g55,g96
n4,g8,g36
n5,g54,g34
n6,g71,g59
n7,g36,g17
n8,g14,g61
n9,g64,g6
n10,g5,g93
n11,g99,g97
n12,g97,g2
n13,g49,g21
n14,g55,g95
n15,g91,g73
n16,g43,g11
n17,g93,g65
n18,g7,g6
n19,g21,g64
n20,g18,g39
n21,g53,g10
n22,g24,g53
n23,g89,g53
n24,g64,g48
n25,g41,g39
n26,g84,g14
n27,g56,g78
n28,g9,g94
n29,g64,g50
n30,g34,g32
n31,g62,g29
n32,g6,g8
n33,g49,g50
n34,g2,g11
n35,g42,g47
n36,g69,g52
n37,g45,g59
n38,g62,g86
n39,g45,g57
n40,g84,g25
n41,g18,g27
n42,g38,g37
n43,g49,g7
