n0,g5,g71
n1,g32,g81
n2,g99,g42
n3,g38,g80
n4,g47,g7
n5,g68,g25
n6,g44,g19
n7,g60,g41
n8,g60,g18
n9,g61,g46
n10,g45,g7
n11,g10,g93
n12,g52,g67
n13,g64,g74
n14,g78,g9
n15,g45,g9
n16,g14,g55
n17,g11,g26
n18,g91,g90
n19,g50,g6
n20,g59,g23
n21,g2,g83
n22,g21,g65
n23,g8,g93
n24,g65,g82
n25,g95,g36
n26,g14,g76
n27,g28,g97
n28,g77,g11
n29,g2,g15
n30,g95,g64
n31,g10,g35
n32,g55,g88
n33,g55,g45
n34,g71,g79
n35,g80,g52
n36,g69,g78
n37,g39,g90
n38,g32,g30
n39,g32,g36
n40,g36,g87
n41,g50,g7
n42,g76,g66
n43,g72,g11
