n0,g24,g51
n1,g20,g98
n2,g27,g31
n3,g45,g33
n4,g10,g70
n5,g88,g72
n6,g83,g98
n7,g52,g81
n8,g52,g82
n9,g22,g59
n10,g59,g34
n11,g34,g76
n12,g39,g10
n13,g32,g85
n14,g23,g19
n15,g88,g62
n16,g19,g1
n17,g12,g96
n18,g32,g96
n19,g5,g50
n20,g48,g96
n21,g53,g67
n22,g68,g6
n23,g88,g86
n24,g13,g8
n25,g33,g16
n26,g11,g42
n27,g8,g55
n28,g16,g53
n29,g97,g90
n30,g81,g36
n31,g95,g40
n32,g95,g39
n33,g54,g58
n34,g65,g64
n35,g38,g78
n36,g79,g52
n37,g1,g12
n38,g88,g33
n39,g98,g24
n40,g15,g54
n41,g14,g39
n42,g42,g38
n43,g87,g91
