n0,g42,g66
n1,g61,g65
n2,g41,g89
n3,g32,g90
n4,g20,g80
n5,g49,g1
n6,g4,g31
n7,g3,g74
n8,g40,g68
n9,g92,g30
n10,g55,g81
n11,g15,g14
n12,g81,g64
n13,g63,g13
n14,g98,g12
n15,g81,g70
n16,g1,g58
n17,g23,g59
n18,g55,g26
n19,g39,g14
n20,g10,g68
n21,g32,g65
n22,g60,g61
n23,g45,g5
n24,g10,g42
n25,g0,g10
n26,g48,g13
n27,g57,g12
n28,g93,g87
n29,g93,g91
n30,g9,g69
n31,g88,g29
n32,g89,g15
n33,g97,g1
n34,g27,g75
n35,g26,g16
n36,g35,g55
n37,g70,g24
n38,g18,g32
n39,g43,g71
n40,g45,g55
n41,g67,g26
n42,g72,g40
n43,g64,g78
n44,g28,g1
n45,g18,g41
n46,g20,g86
n47,g20,g18
n48,g35,g88
n49,g35,g19
n50,g66,g0
n51,g16,g91
n52,g30,g91
n53,g14,g62
n54,g60,g59
n55,g16,g3
n56,g21,g22
n57,g36,g84
n58,g43,g94
n59,g88,g16
n60,g19,g87
n61,g73,g69
n62,g94,g4
n63,g8,g36
n64,g34,g7
n65,g88,g24
n66,g84,g59
n67,g21,g63
n68,g80,g73
n69,g91,g39
