n70,g32,g78
n65,g48,g75
n6,g0,g85
n35,g80,g1
n4,g41,g83
n32,g29,g45
n72,g61,g67
n74,g8,g77
n26,g99,g59
n21,g51,g72
n60,g47,g13
n20,g96,g81
n73,g27,g93
n51,g18,g20
n69,g82,g70
n71,g53,g54
n28,g46,g2
n77,g81,g16
n14,g13,g14
n45,g3,g33
n39,g78,g50
n5,g48,g11
n23,g76,g54
n24,g91,g89
n54,g94,g8
n16,g47,g39
n17,g1,g6
n18,g57,g15
n63,g74,g88
n9,g14,g62
n25,g78,g72
n30,g55,g96
n31,g50,g96
n10,g28,g14
n43,g53,g4
n68,g47,g72
n34,g65,g53
n8,g10,g62
n53,g33,g15
n55,g19,g67
n38,g51,g16
n33,g60,g29
n62,g79,g52
n11,g95,g52
n27,g28,g11
n50,g40,g87
n44,g44,g33
n12,g48,g30
n67,g71,g56
n75,g26,g0
n0,g12,g87
n22,g24,g66
n58,g78,g85
n36,g34,g30
n42,g84,g80
n61,g17,g12
n78,g97,g94
n3,g14,g63
n29,g1,g10
n47,g79,g57
n49,g16,g12
n52,g11,g0
n59,g16,g52
n57,g93,g88
n66,g88,g23
n37,g55,g6
n13,g92,g3
n40,g12,g59
n19,g16,g0
n46,g95,g65
n7,g73,g71
n15,g9,g57
n48,g78,g26
n41,g52,g41
n76,g97,g80
n64,g77,g17
n56,g12,g3
n2,g71,g57
n1,g99,g50
