n70,g51,g23
n65,g34,g64
n6,g72,g85
n35,g69,g49
n4,g71,g95
n32,g90,g29
n72,g50,g32
n74,g6,g15
n26,g50,g64
n21,g62,g94
n60,g89,g90
n20,g40,g20
n73,g5,g4
n51,g14,g58
n69,g20,g17
n71,g93,g52
n28,g88,g38
n77,g28,g64
n14,g23,g72
n45,g66,g79
n39,g22,g75
n5,g22,g66
n23,g34,g13
n24,g78,g4
n54,g47,g62
n16,g13,g66
n17,g5,g54
n18,g79,g83
n63,g11,g68
n9,g41,g28
n25,g18,g51
n30,g67,g7
n31,g14,g6
n10,g72,g60
n43,g69,g34
n68,g31,g99
n34,g80,g32
n8,g81,g73
n53,g85,g8
n55,g77,g57
n38,g50,g57
n33,g61,g1
n62,g27,g16
n11,g39,g40
n27,g8,g62
n50,g8,g79
n44,g57,g20
n12,g75,g89
n67,g98,g11
n75,g32,g5
n0,g28,g22
n22,g7,g52
n58,g49,g99
n36,g48,g71
n42,g26,g15
n61,g36,g69
n78,g49,g28
n3,g65,g54
n29,g72,g77
n47,g83,g50
n49,g97,g91
n52,g13,g61
n59,g85,g73
n57,g48,g94
n66,g94,g78
n37,g19,g87
n13,g47,g56
n40,g37,g43
n19,g82,g33
n46,g27,g21
n7,g72,g13
n15,g39,g84
n48,g18,g7
n41,g12,g13
n76,g28,g20
n64,g33,g0
n56,g76,g80
n2,g34,g40
n1,g87,g53
