n0,g88,g53
n1,g69,g81
n2,g48,g16
n3,g25,g60
n4,g63,g98
n5,g85,g32
n6,g83,g82
n7,g83,g35
n8,g26,g9
n9,g66,g43
n10,g70,g1
n11,g45,g40
n12,g41,g92
n13,g99,g61
n14,g29,g35
n15,g90,g87
n16,g66,g93
n17,g78,g8
n18,g63,g10
n19,g3,g79
n20,g19,g23
n21,g83,g72
n22,g87,g83
n23,g82,g71
n24,g64,g87
n25,g4,g67
n26,g32,g25
n27,g11,g85
n28,g40,g76
n29,g26,g67
n30,g46,g82
n31,g7,g81
n32,g44,g74
n33,g19,g41
n34,g91,g21
n35,g92,g47
n36,g31,g86
n37,g41,g46
n38,g28,g99
n39,g37,g96
n40,g18,g52
n41,g73,g81
n42,g39,g38
n43,g45,g84
n44,g27,g12
n45,g51,g36
n46,g34,g52
n47,g36,g94
n48,g97,g89
n49,g39,g8
n50,g93,g3
n51,g20,g0
n52,g77,g1
n53,g58,g67
n54,g75,g71
