n70,g86,g85
n6,g45,g51
n4,g21,g86
n22,g2,g79
n21,g25,g51
n60,g84,g66
n79,g41,g20
n74,g14,g12
n69,g59,g1
n28,g48,g64
n14,g91,g0
n45,g6,g80
n5,g93,g97
n23,g81,g57
n24,g75,g54
n17,g93,g70
n54,g55,g76
n77,g35,g65
n63,g1,g54
n9,g16,g10
n25,g78,g6
n87,g91,g39
n10,g91,g51
n68,g63,g89
n34,g77,g26
n72,g77,g20
n73,g81,g6
n55,g71,g82
n44,g96,g6
n16,g55,g7
n80,g18,g72
n81,g83,g88
n75,g20,g18
n66,g70,g45
n47,g68,g92
n52,g22,g32
n59,g33,g97
n57,g40,g64
n71,g60,g82
n37,g15,g91
n31,g9,g35
n19,g24,g77
n46,g40,g19
n65,g92,g23
n85,g40,g4
n1,g61,g59
n84,g54,g92
n32,g33,g98
n26,g24,g72
n20,g67,g59
n53,g26,g78
n56,g94,g33
n76,g28,g83
n38,g27,g12
n13,g97,g13
n67,g14,g97
n41,g6,g41
n18,g79,g44
n11,g85,g58
n30,g39,g36
n35,g31,g88
n8,g7,g47
n83,g50,g87
n39,g40,g28
n33,g99,g30
n27,g21,g98
n50,g61,g93
n12,g44,g14
n82,g12,g81
n0,g87,g17
n43,g58,g65
n58,g67,g73
n36,g30,g74
n42,g21,g84
n61,g65,g14
n78,g56,g87
n3,g20,g88
n29,g4,g70
n49,g16,g83
n88,g59,g91
n86,g35,g96
n62,g92,g48
n40,g11,g33
n51,g16,g81
n7,g14,g18
n15,g10,g31
n48,g87,g24
n64,g26,g45
n2,g56,g59
