n70,g53,g84
n65,g37,g73
n6,g80,g16
n35,g56,g19
n4,g45,g63
n32,g72,g83
n72,g89,g34
n74,g44,g59
n26,g79,g69
n21,g31,g94
n60,g60,g56
n20,g68,g9
n73,g34,g31
n51,g61,g32
n69,g52,g82
n71,g37,g80
n28,g58,g46
n14,g24,g77
n45,g82,g69
n39,g7,g77
n5,g34,g98
n23,g88,g42
n24,g22,g12
n54,g46,g75
n16,g91,g76
n17,g97,g79
n18,g67,g41
n63,g19,g17
n9,g58,g34
n25,g8,g94
n30,g35,g44
n31,g97,g65
n10,g27,g49
n43,g46,g44
n68,g1,g89
n34,g38,g13
n8,g3,g23
n53,g56,g68
n55,g2,g64
n38,g90,g74
n33,g49,g1
n62,g22,g90
n11,g41,g19
n27,g63,g38
n50,g12,g39
n44,g26,g69
n12,g78,g37
n67,g28,g21
n0,g68,g31
n22,g16,g83
n58,g55,g13
n36,g8,g3
n42,g89,g7
n61,g32,g36
n3,g93,g65
n29,g86,g92
n47,g32,g67
n49,g18,g24
n52,g82,g93
n59,g80,g76
n57,g54,g61
n66,g50,g76
n37,g44,g4
n13,g19,g1
n40,g65,g55
n19,g60,g52
n46,g31,g75
n7,g29,g81
n15,g88,g52
n48,g84,g39
n41,g41,g91
n64,g58,g70
n56,g66,g36
n2,g66,g75
n1,g94,g67
