n70,g26,g5
n65,g30,g39
n6,g36,g14
n35,g57,g66
n4,g57,g98
n32,g12,g96
n72,g11,g72
n74,g16,g1
n26,g49,g97
n21,g78,g33
n60,g62,g59
n20,g34,g79
n73,g7,g90
n51,g94,g91
n69,g23,g42
n71,g40,g39
n28,g4,g67
n14,g46,g6
n45,g63,g58
n39,g5,g72
n5,g83,g31
n23,g6,g70
n24,g36,g33
n54,g4,g56
n16,g72,g33
n17,g67,g27
n18,g58,g16
n63,g85,g82
n9,g6,g39
n25,g81,g76
n30,g27,g64
n31,g83,g30
n10,g20,g24
n43,g10,g19
n68,g65,g22
n34,g74,g53
n8,g69,g58
n53,g45,g11
n55,g94,g4
n38,g68,g57
n33,g75,g3
n62,g92,g79
n11,g30,g74
n27,g64,g97
n50,g87,g85
n44,g2,g4
n12,g29,g44
n67,g17,g69
n0,g5,g57
n22,g88,g4
n58,g94,g37
n36,g98,g20
n42,g93,g11
n61,g45,g96
n3,g85,g45
n29,g59,g31
n47,g44,g68
n49,g44,g21
n52,g23,g35
n59,g72,g12
n57,g54,g97
n66,g61,g46
n37,g18,g34
n13,g57,g86
n40,g69,g63
n19,g88,g59
n46,g13,g64
n7,g31,g66
n15,g84,g81
n48,g75,g31
n41,g24,g72
n64,g96,g81
n56,g2,g44
n2,g91,g74
n1,g11,g41
