n0,g66,g62
n1,g24,g42
n2,g29,g44
n3,g38,g94
n4,g41,g63
n5,g69,g26
n6,g69,g22
n7,g2,g53
n8,g40,g44
n9,g12,g45
n10,g37,g67
n11,g12,g3
n12,g36,g56
n13,g62,g56
n14,g89,g54
n15,g2,g14
n16,g34,g19
n17,g28,g69
n18,g45,g4
n19,g8,g32
n20,g71,g13
n21,g58,g5
n22,g32,g54
n23,g71,g61
n24,g57,g45
n25,g7,g0
n26,g4,g32
n27,g9,g3
n28,g77,g7
n29,g86,g26
n30,g49,g75
n31,g57,g29
n32,g76,g82
n33,g27,g76
n34,g87,g8
n35,g70,g15
n36,g49,g8
n37,g52,g16
n38,g58,g99
n39,g93,g68
n40,g15,g31
n41,g28,g78
n42,g68,g69
n43,g17,g87
n44,g4,g78
n45,g17,g68
n46,g71,g24
n47,g46,g92
n48,g45,g61
n49,g10,g64
n50,g73,g24
n51,g6,g94
n52,g86,g51
n53,g71,g96
n54,g26,g39
n55,g10,g46
n56,g99,g81
n57,g5,g20
n58,g51,g30
n59,g82,g46
