n0,g53,g26
n1,g81,g47
n2,g58,g43
n3,g41,g88
n4,g2,g5
n5,g18,g15
n6,g45,g93
n7,g38,g49
n8,g6,g32
n9,g90,g49
n10,g97,g59
n11,g16,g61
n12,g14,g23
n13,g86,g35
n14,g84,g66
n15,g11,g74
n16,g29,g72
n17,g37,g11
n18,g3,g16
n19,g19,g70
n20,g83,g54
n21,g72,g13
n22,g30,g70
n23,g42,g48
n24,g29,g41
n25,g47,g77
n26,g11,g31
n27,g44,g86
n28,g27,g74
n29,g51,g92
n30,g10,g55
n31,g32,g97
n32,g26,g25
n33,g47,g35
n34,g73,g75
n35,g63,g64
n36,g72,g54
n37,g55,g80
n38,g1,g79
n39,g66,g41
n40,g85,g92
n41,g10,g81
n42,g10,g82
