n0,g31,g1
n1,g94,g19
n2,g93,g6
n3,g88,g35
n4,g71,g63
n5,g2,g89
n6,g85,g37
n7,g92,g7
n8,g86,g87
n9,g62,g76
n10,g40,g72
n11,g86,g58
n12,g50,g0
n13,g48,g27
n14,g51,g78
n15,g78,g23
n16,g74,g70
n17,g48,g11
n18,g74,g97
n19,g60,g67
n20,g97,g15
n21,g46,g22
n22,g17,g7
n23,g74,g0
n24,g22,g51
n25,g46,g74
n26,g4,g84
n27,g71,g52
n28,g46,g48
n29,g25,g90
n30,g8,g25
n31,g27,g60
n32,g64,g63
n33,g69,g75
n34,g50,g85
n35,g39,g30
n36,g42,g32
n37,g54,g6
n38,g88,g8
n39,g91,g4
n40,g49,g80
n41,g3,g10
n42,g21,g75
n43,g1,g98
n44,g32,g8
n45,g69,g17
n46,g10,g47
n47,g64,g92
n48,g6,g72
