n0,g22,g87
n1,g44,g57
n2,g50,g71
n3,g74,g35
n4,g81,g90
n5,g79,g44
n6,g85,g73
n7,g52,g48
n8,g37,g72
n9,g93,g67
n10,g68,g76
n11,g91,g54
n12,g6,g19
n13,g49,g4
n14,g31,g14
n15,g2,g13
n16,g92,g40
n17,g6,g63
n18,g54,g8
n19,g29,g45
n20,g96,g10
n21,g53,g47
n22,g2,g68
n23,g15,g64
n24,g88,g44
n25,g45,g39
n26,g33,g39
n27,g95,g10
n28,g94,g39
n29,g84,g37
n30,g80,g67
n31,g9,g73
n32,g49,g79
n33,g89,g98
n34,g38,g48
n35,g97,g77
n36,g13,g50
n37,g79,g30
n38,g16,g92
n39,g27,g34
n40,g42,g69
n41,g26,g86
n42,g46,g23
n43,g77,g9
n44,g26,g68
n45,g88,g41
