n0,g93,g14
n1,g11,g39
n2,g96,g91
n3,g48,g61
n4,g14,g26
n5,g69,g38
n6,g12,g23
n7,g86,g6
n8,g45,g99
n9,g31,g49
n10,g14,g45
n11,g9,g84
n12,g33,g77
n13,g25,g20
n14,g45,g77
n15,g77,g25
n16,g82,g58
n17,g5,g35
n18,g61,g13
n19,g71,g72
n20,g55,g98
n21,g40,g74
n22,g16,g67
n23,g81,g68
n24,g53,g72
n25,g27,g30
n26,g29,g87
n27,g40,g21
n28,g65,g74
n29,g79,g67
n30,g11,g38
n31,g29,g19
n32,g51,g21
n33,g46,g12
n34,g46,g27
n35,g98,g87
n36,g14,g55
n37,g57,g38
n38,g2,g26
n39,g50,g1
n40,g16,g91
n41,g1,g44
n42,g2,g31
n43,g99,g74
n44,g22,g91
n45,g23,g77
n46,g53,g9
n47,g1,g0
n48,g51,g59
n49,g0,g61
n50,g52,g50
n51,g20,g96
n52,g20,g38
n53,g21,g64
n54,g53,g11
n55,g98,g33
n56,g20,g44
n57,g20,g63
n58,g89,g64
n59,g57,g48
