n0,g70,g22
n1,g59,g63
n2,g45,g13
n3,g82,g32
n4,g16,g71
n5,g4,g57
n6,g90,g1
n7,g63,g36
n8,g34,g9
n9,g35,g74
n10,g64,g78
n11,g10,g84
n12,g83,g27
n13,g76,g6
n14,g55,g26
n15,g55,g27
n16,g48,g55
n17,g28,g42
n18,g79,g87
n19,g71,g59
n20,g17,g31
n21,g28,g51
n22,g47,g44
n23,g13,g18
n24,g35,g38
n25,g8,g24
n26,g45,g19
n27,g97,g96
n28,g54,g69
n29,g83,g47
n30,g28,g35
n31,g68,g20
n32,g30,g89
n33,g67,g99
n34,g81,g4
n35,g78,g34
n36,g11,g37
n37,g60,g85
n38,g64,g11
n39,g48,g57
n40,g3,g79
n41,g44,g73
n42,g12,g85
n43,g44,g51
n44,g93,g31
n45,g35,g72
n46,g20,g47
n47,g98,g77
n48,g92,g38
n49,g92,g62
n50,g9,g12
n51,g75,g99
n52,g62,g81
n53,g80,g26
n54,g67,g31
n55,g66,g77
n56,g30,g1
n57,g43,g61
n58,g53,g6
n59,g80,g35
