n70,g77,g52
n6,g11,g35
n4,g75,g38
n22,g3,g70
n21,g97,g87
n60,g70,g95
n79,g33,g7
n74,g54,g59
n69,g91,g40
n28,g22,g78
n14,g91,g19
n45,g91,g73
n5,g20,g88
n23,g85,g58
n24,g37,g5
n17,g42,g54
n54,g16,g88
n77,g86,g20
n63,g64,g51
n9,g47,g60
n25,g36,g66
n10,g28,g37
n68,g15,g56
n34,g82,g47
n72,g21,g46
n73,g45,g27
n55,g52,g96
n44,g72,g53
n16,g69,g37
n80,g52,g51
n81,g67,g10
n75,g39,g33
n66,g63,g44
n47,g63,g19
n52,g95,g4
n59,g76,g59
n57,g14,g39
n71,g27,g75
n37,g55,g34
n31,g67,g47
n19,g6,g93
n46,g76,g20
n65,g46,g44
n85,g13,g61
n1,g35,g95
n84,g3,g19
n32,g10,g30
n26,g85,g37
n20,g53,g98
n53,g93,g21
n56,g53,g83
n76,g71,g48
n38,g91,g7
n13,g80,g45
n67,g50,g53
n41,g76,g17
n18,g35,g79
n11,g25,g94
n30,g75,g46
n35,g48,g41
n8,g16,g81
n83,g66,g42
n39,g26,g41
n33,g22,g65
n27,g30,g12
n50,g13,g16
n12,g42,g83
n82,g0,g78
n0,g29,g86
n43,g15,g17
n58,g41,g28
n36,g78,g15
n42,g76,g69
n61,g28,g19
n78,g66,g39
n3,g61,g7
n29,g98,g84
n49,g94,g40
n62,g37,g21
n40,g13,g18
n51,g82,g24
n7,g24,g86
n15,g31,g6
n48,g40,g93
n64,g88,g4
n2,g27,g50
