n0,g20,g37
n1,g19,g79
n2,g77,g78
n3,g96,g66
n4,g36,g51
n5,g57,g21
n6,g6,g87
n7,g92,g30
n8,g12,g3
n9,g43,g24
n10,g54,g47
n11,g86,g55
n12,g86,g77
n13,g8,g4
n14,g43,g27
n15,g90,g8
n16,g4,g92
n17,g42,g90
n18,g53,g81
n19,g75,g66
n20,g57,g58
n21,g18,g74
n22,g7,g96
n23,g16,g42
n24,g35,g33
n25,g4,g90
n26,g97,g33
n27,g27,g3
n28,g58,g28
n29,g23,g63
n30,g24,g69
n31,g11,g42
n32,g2,g18
n33,g74,g65
n34,g55,g6
n35,g21,g25
n36,g96,g24
n37,g84,g25
n38,g52,g94
n39,g36,g73
n40,g78,g33
n41,g96,g87
n42,g67,g23
n43,g25,g34
n44,g23,g26
n45,g9,g28
n46,g28,g86
n47,g13,g6
n48,g78,g61
n49,g31,g3
n50,g26,g16
n51,g21,g60
n52,g19,g32
n53,g41,g61
