n70,g87,g42
n65,g0,g39
n6,g70,g82
n35,g71,g26
n4,g42,g82
n32,g92,g80
n72,g41,g32
n74,g89,g74
n26,g41,g47
n21,g65,g46
n60,g51,g29
n20,g23,g29
n73,g49,g96
n51,g48,g6
n69,g8,g90
n71,g98,g73
n28,g75,g64
n77,g90,g38
n14,g59,g44
n45,g13,g91
n39,g74,g43
n5,g2,g74
n23,g81,g6
n24,g57,g97
n54,g32,g23
n16,g54,g9
n17,g55,g91
n18,g84,g80
n63,g0,g8
n9,g56,g41
n25,g75,g1
n30,g65,g39
n31,g68,g60
n10,g21,g39
n43,g79,g97
n68,g6,g0
n34,g73,g75
n8,g53,g50
n79,g84,g24
n53,g2,g39
n55,g78,g21
n38,g2,g50
n33,g14,g83
n62,g90,g88
n11,g65,g0
n27,g91,g33
n50,g84,g7
n44,g65,g32
n12,g26,g32
n67,g89,g66
n75,g61,g36
n80,g98,g8
n0,g1,g40
n22,g50,g45
n58,g2,g46
n36,g17,g58
n42,g68,g56
n61,g21,g8
n78,g47,g66
n3,g47,g27
n29,g76,g25
n47,g63,g13
n49,g35,g94
n52,g10,g52
n59,g77,g3
n57,g20,g78
n66,g6,g15
n37,g55,g12
n13,g20,g43
n40,g11,g78
n19,g36,g70
n46,g28,g94
n7,g23,g73
n15,g51,g78
n48,g54,g85
n41,g89,g33
n76,g78,g47
n64,g2,g25
n56,g4,g9
n2,g51,g6
n1,g86,g65
